menu,api_name,api_id,method,url,tr_real,tr_mock
[해외주식] 기본시세,해외주식분봉조회,v1_해외주식-030,GET,/uapi/overseas-price/v1/quotations/inquire-time-itemchartprice,HHDFS76950200,모의투자 미지원
[해외주식] 기본시세,해외주식조건검색,v1_해외주식-015,GET,/uapi/overseas-price/v1/quotations/inquire-search,HHDFS76410000,HHDFS76410000
[해외주식] 기본시세,해외지수분봉조회,v1_해외주식-031,GET,/uapi/overseas-price/v1/quotations/inquire-time-indexchartprice,FHKST03030200,모의투자 미지원
[해외주식] 시세분석,당사 해외주식담보대출 가능 종목,해외주식-051,GET,/uapi/overseas-price/v1/quotations/colable-by-company,CTLN4050R,모의투자 미지원
[해외주식] 시세분석,해외뉴스종합(제목),해외주식-053,GET,/uapi/overseas-price/v1/quotations/news-title,HHPSTH60100C1,모의투자 미지원
[해외주식] 시세분석,해외속보(제목),해외주식-055,GET,/uapi/overseas-price/v1/quotations/brknews-title,FHKST01011801,모의투자 미지원
[해외주식] 시세분석,해외주식 가격급등락,해외주식-038,GET,/uapi/overseas-stock/v1/ranking/price-fluct,HHDFS76260000,모의투자 미지원
[해외주식] 시세분석,해외주식 거래대금순위,해외주식-044,GET,/uapi/overseas-stock/v1/ranking/trade-pbmn,HHDFS76320010,모의투자 미지원
[해외주식] 시세분석,해외주식 거래량급증,해외주식-039,GET,/uapi/overseas-stock/v1/ranking/volume-surge,HHDFS76270000,모의투자 미지원
[해외주식] 시세분석,해외주식 거래량순위,해외주식-043,GET,/uapi/overseas-stock/v1/ranking/trade-vol,HHDFS76310010,모의투자 미지원
[해외주식] 시세분석,해외주식 거래증가율순위,해외주식-045,GET,/uapi/overseas-stock/v1/ranking/trade-growth,HHDFS76330000,모의투자 미지원
[해외주식] 시세분석,해외주식 거래회전율순위,해외주식-046,GET,/uapi/overseas-stock/v1/ranking/trade-turnover,HHDFS76340000,모의투자 미지원
[해외주식] 시세분석,해외주식 권리종합,해외주식-050,GET,/uapi/overseas-price/v1/quotations/rights-by-ice,HHDFS78330900,모의투자 미지원
[해외주식] 시세분석,해외주식 기간별권리조회,해외주식-052,GET,/uapi/overseas-price/v1/quotations/period-rights,CTRGT011R,모의투자 미지원
[해외주식] 시세분석,해외주식 매수체결강도상위,해외주식-040,GET,/uapi/overseas-stock/v1/ranking/volume-power,HHDFS76280000,모의투자 미지원
[해외주식] 시세분석,해외주식 상승율/하락율,해외주식-041,GET,/uapi/overseas-stock/v1/ranking/updown-rate,HHDFS76290000,모의투자 미지원
[해외주식] 시세분석,해외주식 시가총액순위,해외주식-047,GET,/uapi/overseas-stock/v1/ranking/market-cap,HHDFS76350100,모의투자 미지원
[해외주식] 시세분석,해외주식 신고/신저가,해외주식-042,GET,/uapi/overseas-stock/v1/ranking/new-highlow,HHDFS76300000,모의투자 미지원
[해외주식] 주문/계좌,해외주식 결제기준잔고,해외주식-064,GET,/uapi/overseas-stock/v1/trading/inquire-paymt-stdr-balance,CTRP6010R,모의투자 미지원
[해외주식] 주문/계좌,해외주식 기간손익,v1_해외주식-032,GET,/uapi/overseas-stock/v1/trading/inquire-period-profit,TTTS3039R,모의투자 미지원
[해외주식] 주문/계좌,해외주식 매수가능금액조회,v1_해외주식-014,GET,/uapi/overseas-stock/v1/trading/inquire-psamount,TTTS3007R,VTTS3007R
[해외주식] 주문/계좌,해외주식 미국주간정정취소,v1_해외주식-027,POST,/uapi/overseas-stock/v1/trading/daytime-order-rvsecncl,TTTS6038U,모의투자 미지원
[해외주식] 주문/계좌,해외주식 미국주간주문,v1_해외주식-026,POST,/uapi/overseas-stock/v1/trading/daytime-order,(주간매수) TTTS6036U (주간매도) TTTS6037U,모의투자 미지원
[해외주식] 주문/계좌,해외주식 미체결내역,v1_해외주식-005,GET,/uapi/overseas-stock/v1/trading/inquire-nccs,TTTS3018R,모의투자 미지원
[해외주식] 주문/계좌,해외주식 예약주문접수,v1_해외주식-002,POST,/uapi/overseas-stock/v1/trading/order-resv,(미국예약매수) TTTT3014U  (미국예약매도) TTTT3016U   (중국/홍콩/일본/베트남 예약주문) TTTS3013U,(미국예약매수) VTTT3014U  (미국예약매도) VTTT3016U   (중국/홍콩/일본/베트남 예약주문) VTTS3013U
[해외주식] 주문/계좌,해외주식 예약주문접수취소,v1_해외주식-004,POST,/uapi/overseas-stock/v1/trading/order-resv-ccnl,(미국 예약주문 취소접수) TTTT3017U (아시아국가 미제공),(미국 예약주문 취소접수) VTTT3017U (아시아국가 미제공)
[해외주식] 주문/계좌,해외주식 예약주문조회,v1_해외주식-013,GET,/uapi/overseas-stock/v1/trading/order-resv-list,(미국) TTTT3039R (일본/중국/홍콩/베트남) TTTS3014R,모의투자 미지원
[해외주식] 주문/계좌,해외주식 일별거래내역,해외주식-063,GET,/uapi/overseas-stock/v1/trading/inquire-period-trans,CTOS4001R,모의투자 미지원
[해외주식] 주문/계좌,해외주식 잔고,v1_해외주식-006,GET,/uapi/overseas-stock/v1/trading/inquire-balance,TTTS3012R,VTTS3012R
[해외주식] 주문/계좌,해외주식 정정취소주문,v1_해외주식-003,POST,/uapi/overseas-stock/v1/trading/order-rvsecncl,(미국 정정·취소) TTTT1004U (아시아 국가 하단 규격서 참고),(미국 정정·취소) VTTT1004U (아시아 국가 하단 규격서 참고)
[해외주식] 주문/계좌,해외주식 주문,v1_해외주식-001,POST,/uapi/overseas-stock/v1/trading/order,(미국매수) TTTT1002U  (미국매도) TTTT1006U (아시아 국가 하단 규격서 참고),(미국매수) VTTT1002U  (미국매도) VTTT1001U  (아시아 국가 하단 규격서 참고)
[해외주식] 주문/계좌,해외주식 주문체결내역,v1_해외주식-007,GET,/uapi/overseas-stock/v1/trading/inquire-ccnl,TTTS3035R,VTTS3035R
[해외주식] 주문/계좌,해외주식 지정가주문번호조회,해외주식-071,GET,/uapi/overseas-stock/v1/trading/algo-ordno,TTTS6058R,모의투자 미지원
[해외주식] 주문/계좌,해외주식 지정가체결내역조회,해외주식-070,GET,/uapi/overseas-stock/v1/trading/inquire-algo-ccnl,TTTS6059R,모의투자 미지원
[해외주식] 주문/계좌,해외주식 체결기준현재잔고,v1_해외주식-008,GET,/uapi/overseas-stock/v1/trading/inquire-present-balance,CTRP6504R,VTRP6504R
[해외주식] 주문/계좌,해외증거금 통화별조회,해외주식-035,GET,/uapi/overseas-stock/v1/trading/foreign-margin,TTTC2101R,모의투자 미지원
